1,2,3,4,5,6,7,8
35.580976,17.847232,12.725269,9.550736,8.931990,8.161419,8.578105,7.752865
35.580976,17.790488,11.860325,8.895244,7.116195,5.930162,5.082996,4.447622
1.000000,1.993641,2.796088,3.725469,3.983544,4.359655,4.147883,4.589397
0.000000,0.003188,0.036463,0.024562,0.063790,0.075250,0.114600,0.106163
