1,2,3,4,5,6,7,8
0.939866,0.549182,0.423780,0.353740,0.316871,0.303817,0.291407,0.291850
0.939866,0.469933,0.313288,0.234966,0.187973,0.156644,0.134266,0.117483
0.469933,0.274591,0.211890,0.176870,0.158435,0.151908,0.145703,0.145925
