1,2,3,4,5,6,7,8
13.758870,6.903146,4.610273,3.580676,2.911464,2.469375,2.106044,1.904714
13.758870,6.879435,4.586290,3.439717,2.751774,2.293145,1.965552,1.719858
1.000000,1.993130,2.984393,3.842534,4.725756,5.571802,6.533040,7.223588
0.000000,0.003446,0.002614,0.013658,0.014507,0.015370,0.011912,0.015354
