1,2,3,4,5,6,7,8
2.904624,1.274742,0.845191,0.653420,0.527684,0.465464,0.417245,0.393535
2.904624,1.452312,0.968208,0.726156,0.580924,0.484104,0.414946,0.363078
1.000000,2.278597,3.436648,4.445263,5.504476,6.240276,6.961435,7.380853
0.000000,-0.122268,-0.063527,-0.033389,-0.022912,-0.007700,0.000922,0.011982
