1,2,3,4,5,6,7,8
0.065087,0.046559,0.041200,0.007898,0.006638,0.008676,0.014127,0.006843
0.065087,0.032543,0.021695,0.016271,0.013017,0.010847,0.009298,0.008135
1.000000,1.397946,1.579781,8.240947,9.805212,7.501959,4.607276,9.511471
0.000000,0.430670,0.449498,-0.171540,-0.122517,-0.040041,0.086554,-0.022701
