1,2,3,4,5,6,7,8
3.181183,2.411721,2.272755,2.233576,2.266461,2.272184,2.287545,2.308183
3.181183,1.590591,1.060394,0.795295,0.636236,0.530197,0.454454,0.397647
1.000000,1.319051,1.399703,1.424255,1.403590,1.400055,1.390653,1.378219
0.000000,0.516240,0.571655,0.602828,0.640572,0.657108,0.672267,0.686370
