1,2,3,4,5,6,7,8
0.126944,0.064757,0.044241,0.034024,0.040884,0.023126,0.022638,0.032813
0.126944,0.063472,0.042314,0.031736,0.025388,0.021157,0.018134,0.015868
1.000000,1.960313,2.869374,3.731013,3.104979,5.489232,5.607562,3.868710
0.000000,0.020244,0.022762,0.024030,0.152578,0.018609,0.041385,0.152553
