1,2,3,4,5,6,7,8
0.000010,0.000008,0.000010,0.000009,0.000010,0.000010,0.000011,0.000011
0.000010,0.000005,0.000003,0.000002,0.000002,0.000001,0.000001,0.000001
1.000000,1.250000,1.000000,1.111111,1.000000,1.000000,0.909090,0.909090
0.000000,0.600000,1.000000,0.866666,1.000000,1.000000,1.116667,1.114286
